Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Total Claim Amount,Vehicle Size
3742.579083,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,110,35,78,1,1,1272.546918,Medsize
3849.596697,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,106,10,32,0,1,763.2,Medsize
15265.81488,No,Extended,High School or Below,Employed,F,58361,Rural,Married,95,17,16,0,2,43.599861,Medsize
5317.807221,No,Basic,College,Employed,M,74092,Suburban,Married,67,17,72,0,3,321.6,Medsize
2374.80917,No,Basic,College,Unemployed,F,0,Suburban,Married,64,2,52,0,1,380.822087,Medsize
5639.941974,Yes,Basic,High School or Below,Employed,M,73168,Suburban,Married,70,21,50,0,3,425.800112,Medsize
3362.414442,No,Extended,Bachelor,Employed,M,22853,Urban,Married,87,16,89,0,1,316.35678,Medsize
4512.204391,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,125,6,44,0,1,900,Small
7264.803903,No,Extended,Bachelor,Medical Leave,F,12075,Suburban,Married,94,16,23,0,5,451.2,Medsize
8658.863813,Yes,Basic,College,Employed,M,62464,Urban,Married,109,23,45,0,4,400.181882,Medsize
5498.940679,Yes,Basic,College,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,350.4,Medsize
5599.382893,No,Basic,High School or Below,Employed,F,35012,Suburban,Single,72,0,50,0,6,345.6,Medsize
15228.19865,No,Extended,College,Employed,F,95140,Rural,Divorced,126,6,52,0,2,45.049185,Medsize
3644.833554,Yes,Extended,High School or Below,Employed,F,82477,Suburban,Married,90,1,69,0,1,432,Large
3693.440833,No,Extended,Master,Employed,M,85871,Rural,Married,92,4,25,1,1,112.633539,Medsize
8742.05776,No,Basic,College,Employed,F,71592,Rural,Divorced,72,15,18,0,2,141.725051,Medsize
5275.626956,No,Basic,Master,Employed,F,70446,Rural,Married,65,31,99,0,9,155.570802,Medsize
9283.737773,No,Extended,High School or Below,Employed,M,24314,Suburban,Married,235,20,60,0,1,1128,Medsize
2551.226692,Yes,Basic,Master,Employed,M,79751,Suburban,Married,63,15,67,0,1,392.235698,Small
5811.918112,No,Basic,High School or Below,Employed,M,83318,Suburban,Married,72,21,58,0,3,345.6,Medsize
4064.670639,No,Basic,Master,Retired,F,26161,Suburban,Single,109,8,70,0,1,594.444586,Large
2841.443088,No,Basic,Bachelor,Employed,F,30473,Suburban,Married,72,20,35,0,1,450.080101,Medsize
6832.133872,No,Extended,College,Employed,M,50472,Urban,Married,87,6,67,0,3,281.163705,Medsize
5201.971427,No,Basic,Master,Employed,M,94186,Rural,Married,64,20,50,0,3,135.340489,Medsize
5484.588155,No,Basic,High School or Below,Employed,M,47611,Suburban,Married,69,17,65,0,4,593.654484,Small
7672.681366,No,Premium,High School or Below,Unemployed,M,0,Suburban,Married,103,17,56,0,4,518.720216,Medsize
8272.485353,No,Basic,High School or Below,Employed,M,91245,Rural,Divorced,69,16,50,0,2,19.251693,Small
3330.672761,No,Extended,High School or Below,Employed,F,45944,Rural,Married,83,20,4,0,1,182.948495,Medsize
5562.456386,No,Basic,College,Employed,F,59649,Rural,Married,69,33,71,1,8,167.738267,Medsize
2452.738575,No,Basic,Bachelor,Employed,F,52785,Rural,Married,61,2,90,0,1,45.721456,Medsize
7920.28288,No,Basic,High School or Below,Employed,F,59648,Suburban,Married,66,20,72,0,2,316.8,Medsize
3861.486269,Yes,Extended,College,Employed,F,93272,Urban,Married,95,3,54,0,1,281.110788,Medsize
5764.784159,No,Basic,Bachelor,Employed,M,22134,Suburban,Married,72,13,81,0,3,445.879224,Medsize
5375.842787,No,Basic,College,Employed,F,69050,Suburban,Married,67,17,38,0,3,334.892437,Large
2882.350556,No,Basic,Master,Employed,M,87798,Urban,Married,71,18,73,0,1,204.448708,Medsize
2213.187935,No,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,63,0,66,0,1,305.552429,Small
9429.629367,No,Basic,Master,Employed,F,43811,Suburban,Married,117,24,10,0,4,571.136574,Small
6239.257541,No,Extended,College,Unemployed,F,0,Suburban,Single,91,25,63,0,3,655.2,Medsize
7668.809595,No,Extended,Bachelor,Employed,F,92456,Suburban,Divorced,95,8,3,0,4,456,Medsize
13770.97618,Yes,Premium,High School or Below,Employed,F,59207,Suburban,Single,116,23,21,0,2,556.8,Medsize
2742.844251,No,Basic,High School or Below,Employed,F,64519,Suburban,Married,69,6,29,1,1,331.2,Medsize
13466.92071,Yes,Basic,High School or Below,Disabled,F,11432,Suburban,Married,119,11,9,0,2,571.2,Small
8858.352032,No,Extended,College,Unemployed,F,0,Rural,Married,80,6,28,0,2,81.255741,Large
8485.330004,No,Basic,High School or Below,Employed,M,32607,Suburban,Single,111,27,79,1,8,532.8,Medsize
7744.644444,No,Basic,High School or Below,Disabled,F,26444,Suburban,Married,196,4,14,0,1,940.8,Medsize
5894.907375,No,Basic,High School or Below,Employed,F,39381,Suburban,Married,74,6,55,1,7,355.2,Small
5770.684097,No,Extended,College,Unemployed,M,0,Suburban,Single,83,21,67,0,8,946.345269,Medsize
5261.117506,No,Basic,High School or Below,Employed,M,90217,Suburban,Married,66,14,88,1,5,316.8,Small
2403.53947,No,Basic,High School or Below,Disabled,M,24248,Suburban,Married,70,33,82,3,1,336,Medsize
9124.600015,No,Premium,Bachelor,Employed,M,99368,Rural,Married,113,34,6,0,3,82.427785,Medsize
26180.80528,No,Extended,High School or Below,Employed,F,68189,Urban,Married,82,10,17,1,2,343.121192,Medsize
15641.25856,No,Extended,Master,Employed,F,32370,Urban,Married,130,31,84,0,2,487.736171,Medsize
2574.020376,Yes,Basic,Master,Employed,F,34990,Rural,Single,65,23,73,0,1,42.689135,Medsize
5319.838729,No,Basic,High School or Below,Employed,F,25714,Suburban,Married,67,17,57,0,5,321.6,Small
7496.006588,No,Extended,College,Employed,M,61091,Urban,Single,95,17,64,0,8,409.868003,Medsize
12174.58958,No,Premium,College,Employed,M,88184,Rural,Married,104,5,97,3,2,240.176533,Medsize
2605.570828,No,Basic,College,Employed,F,60252,Urban,Married,65,10,8,0,1,182.436205,Medsize
2707.20846,No,Basic,College,Employed,M,80985,Rural,Married,67,0,52,0,1,124.933587,Medsize
5528.212807,Yes,Basic,Bachelor,Employed,M,36088,Suburban,Single,72,16,31,0,9,345.6,Medsize
8819.018934,Yes,Basic,High School or Below,Employed,M,99845,Suburban,Married,110,23,25,1,8,528,Medsize
19014.47625,No,Basic,High School or Below,Employed,F,29822,Suburban,Single,61,17,44,0,2,292.8,Medsize
8169.513982,No,Basic,College,Employed,F,40803,Rural,Single,71,8,19,3,2,122.912377,Medsize
7708.883885,No,Extended,College,Employed,F,71134,Rural,Married,98,21,95,3,8,196.37368,Medsize
5528.212807,Yes,Basic,Bachelor,Employed,M,36088,Suburban,Single,72,16,31,0,9,345.6,Medsize
12128.4467,No,Basic,College,Employed,M,29431,Rural,Married,103,29,35,0,2,237.896227,Medsize
9080.28284,No,Basic,High School or Below,Employed,M,68073,Suburban,Married,114,16,63,0,8,547.2,Medsize
6796.844769,No,Basic,College,Medical Leave,M,17937,Suburban,Single,65,1,27,0,2,312,Medsize
2867.312197,Yes,Extended,Bachelor,Retired,F,23376,Suburban,Divorced,78,19,18,0,1,374.4,Medsize
2395.57,Yes,Basic,Doctor,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,333.696228,Medsize
7094.167717,No,Extended,Bachelor,Employed,F,23032,Suburban,Married,89,30,22,0,7,427.2,Medsize
4128.091334,No,Basic,College,Employed,F,32114,Urban,Married,104,22,50,0,1,445.29049,Medsize
4046.936065,No,Basic,Bachelor,Disabled,M,13330,Suburban,Single,117,33,74,0,1,561.6,Medsize
4869.282783,No,Basic,College,Employed,F,44934,Suburban,Married,61,9,60,0,4,357.926979,Medsize
2902.151897,No,Basic,College,Employed,F,96137,Rural,Married,73,17,34,2,1,67.490616,Medsize
4282.947971,Yes,Basic,College,Employed,F,40864,Rural,Married,109,16,70,1,1,166.937747,Medsize
7750.120323,No,Basic,College,Employed,F,22668,Rural,Single,67,5,34,1,2,33.718553,Medsize
6627.174629,No,Extended,College,Employed,M,90751,Urban,Married,82,2,22,1,8,315.826382,Medsize
7474.605769,No,Basic,College,Employed,M,44186,Urban,Married,64,9,96,2,2,295.04969,Medsize
5561.291397,No,Basic,College,Employed,M,92678,Rural,Divorced,70,0,67,0,3,34.689611,Small
6098.462114,No,Extended,Bachelor,Employed,F,74257,Urban,Married,76,16,91,0,3,214.586742,Large
2859.52893,No,Basic,Bachelor,Employed,M,99981,Urban,Married,71,2,22,0,1,204.872273,Small
5994.424627,No,Extended,College,Unemployed,M,0,Suburban,Single,91,26,89,0,6,655.2,Small
5635.249486,No,Basic,College,Medical Leave,F,19591,Rural,Divorced,74,8,79,0,4,95.925021,Medsize
5067.208338,No,Extended,College,Employed,F,29095,Suburban,Married,127,2,80,0,1,664.280864,Medsize
2263.284608,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,62,25,15,0,1,389.750793,Medsize
14435.67365,Yes,Premium,Master,Employed,M,60880,Rural,Married,119,25,89,0,2,109.906628,Medsize
4928.397077,No,Basic,Bachelor,Employed,F,61785,Urban,Married,61,31,47,0,5,271.10697,Large
12036.62051,Yes,Basic,Bachelor,Employed,M,44428,Suburban,Single,104,17,61,0,2,499.2,Medsize
8564.768226,Yes,Basic,High School or Below,Employed,M,95697,Rural,Married,107,29,29,0,9,178.006524,Medsize
2361.883909,No,Basic,Bachelor,Medical Leave,F,18064,Urban,Married,63,10,45,2,1,182.964184,Medsize
5565.693282,No,Basic,High School or Below,Employed,M,74720,Urban,Divorced,70,15,99,0,3,200.812425,Medsize
5146.80976,No,Basic,Bachelor,Disabled,F,22594,Suburban,Married,67,22,41,0,3,321.6,Medsize
2938.080327,No,Basic,Bachelor,Employed,F,40987,Urban,Divorced,73,6,15,0,1,329.013275,Medsize
14432.74644,No,Extended,High School or Below,Disabled,M,24561,Suburban,Married,126,1,31,0,2,853.473552,Small
13027.41984,No,Extended,College,Employed,F,76456,Rural,Single,83,27,34,1,2,42.693918,Medsize
2451.988783,No,Basic,College,Employed,M,65828,Suburban,Divorced,62,22,3,0,1,297.6,Small
4661.984144,No,Basic,College,Unemployed,F,0,Suburban,Single,68,0,48,1,5,489.6,Medsize
5600.010179,No,Basic,Bachelor,Employed,F,63621,Suburban,Married,70,8,48,0,5,444.620265,Medsize
4016.132772,No,Basic,College,Medical Leave,M,10074,Rural,Married,107,33,42,0,1,108.995934,Medsize
22195.80299,No,Basic,College,Employed,F,78965,Rural,Married,183,3,78,0,2,145.587985,Medsize
7343.353716,No,Basic,College,Unemployed,F,0,Suburban,Single,68,16,57,0,2,479.028818,Medsize
4804.514274,No,Basic,Bachelor,Disabled,M,23604,Suburban,Married,64,4,86,0,8,460.8,Medsize
2735.538859,No,Basic,College,Employed,F,99205,Urban,Married,68,7,21,0,1,323.246017,Medsize
6940.972823,No,Extended,College,Unemployed,M,0,Suburban,Married,92,4,60,0,3,441.6,Medsize
2396.219292,Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Married,66,6,71,2,1,433.160284,Large
5380.898636,Yes,Basic,College,Employed,F,55350,Suburban,Married,67,0,13,0,9,321.6,Medsize
8432.815731,No,Basic,College,Disabled,M,21052,Urban,Married,111,12,55,0,5,453.578343,Medsize
7556.507482,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,69,5,64,0,2,496.8,Medsize
7787.431684,No,Basic,High School or Below,Medical Leave,M,24664,Suburban,Married,69,12,15,0,2,496.8,Medsize
4787.812897,No,Extended,College,Employed,M,45225,Rural,Single,124,15,83,0,1,209.176923,Small
9707.647552,No,Extended,College,Employed,M,30430,Suburban,Single,86,6,77,0,2,425.662574,Small
2552.226197,No,Basic,Bachelor,Employed,F,35149,Rural,Married,64,26,33,0,1,120.477298,Medsize
5223.429265,No,Basic,Bachelor,Medical Leave,M,16513,Suburban,Divorced,71,23,37,0,6,340.8,Medsize
5010.44933,No,Basic,High School or Below,Disabled,M,10892,Suburban,Divorced,66,16,9,0,3,316.8,Medsize
5597.12496,Yes,Extended,High School or Below,Employed,F,37995,Suburban,Married,139,16,50,0,1,667.2,Medsize
4457.936252,No,Basic,College,Employed,M,54704,Urban,Divorced,113,6,75,0,1,468.176056,Medsize
8200.78728,No,Basic,Doctor,Employed,M,25381,Suburban,Single,71,22,62,0,2,340.8,Medsize
2746.080105,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,74,5,75,0,1,355.2,Medsize
10215.77915,No,Basic,Bachelor,Disabled,F,18150,Urban,Married,67,17,34,0,2,220.304649,Medsize
2453.570794,Yes,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,69,3,92,0,1,331.2,Medsize
5872.958817,No,Basic,College,Employed,F,77156,Suburban,Divorced,73,30,39,0,7,445.817914,Small
3118.927949,No,Extended,College,Employed,F,88782,Urban,Divorced,78,6,38,0,1,357.757645,Large
5568.656492,No,Extended,College,Employed,F,51489,Rural,Married,139,14,10,0,1,236.739322,Medsize
9029.71466,No,Extended,Bachelor,Retired,F,16972,Suburban,Divorced,125,17,89,0,5,600,Large
7591.827171,No,Extended,Bachelor,Employed,M,99359,Rural,Married,95,16,19,0,9,233.265397,Medsize
2255.312942,No,Basic,College,Employed,M,58289,Suburban,Single,62,18,92,4,1,297.6,Medsize
32613.69038,No,Premium,Doctor,Employed,F,45173,Suburban,Married,268,20,57,0,2,1286.4,Medsize
9445.649461,No,Extended,Bachelor,Employed,F,93246,Rural,Married,78,31,24,0,2,41.628869,Medsize
6803.596768,No,Premium,High School or Below,Employed,M,43758,Suburban,Married,171,16,29,0,1,1129.929433,Medsize
9766.217126,No,Extended,Bachelor,Employed,M,75651,Urban,Married,81,23,60,0,2,375.11129,Large
7294.846132,No,Basic,Doctor,Unemployed,F,0,Suburban,Divorced,67,13,91,0,2,321.6,Medsize
5682.515346,No,Basic,Doctor,Employed,F,36938,Urban,Married,70,32,31,0,3,244.801119,Medsize
6332.941818,No,Extended,Bachelor,Employed,M,50843,Suburban,Single,82,12,65,0,3,393.6,Small
4916.577034,No,Basic,Bachelor,Employed,F,21907,Rural,Married,62,6,47,0,3,2.96438,Medsize
4798.240889,No,Basic,Bachelor,Employed,F,77846,Urban,Married,119,8,45,0,1,342.471939,Medsize
10408.96865,Yes,Basic,High School or Below,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,523.815839,Medsize
9247.464417,No,Extended,High School or Below,Employed,F,97030,Suburban,Married,76,14,24,0,2,416.637499,Small
7322.92885,No,Basic,High School or Below,Employed,M,80864,Urban,Married,182,5,30,0,1,618.210272,Medsize
8275.900104,No,Premium,College,Employed,F,48197,Suburban,Single,106,10,61,0,6,508.8,Medsize
5635.403677,No,Basic,Doctor,Employed,M,70837,Suburban,Married,73,7,19,4,3,362.743231,Small
14970.28509,No,Extended,High School or Below,Employed,M,85297,Suburban,Married,93,7,91,0,2,620.011594,Small
9336.336922,No,Premium,Master,Employed,F,70177,Rural,Married,115,12,34,0,8,225.517666,Medsize
48356.96084,No,Extended,College,Employed,M,52499,Suburban,Divorced,138,0,61,0,2,1171.537594,Medsize
5686.915259,No,Basic,College,Employed,M,63143,Suburban,Married,71,31,85,0,3,340.8,Medsize
8622.835375,Yes,Basic,Bachelor,Employed,M,97361,Suburban,Single,73,6,85,0,2,350.4,Medsize
5079.674786,No,Extended,High School or Below,Employed,M,50052,Suburban,Single,130,6,50,0,1,624,Small
5623.314472,No,Basic,Bachelor,Disabled,F,11612,Suburban,Married,71,20,92,0,5,340.8,Medsize
5270.013569,No,Basic,High School or Below,Employed,F,78115,Urban,Married,65,1,12,0,4,255.454322,Small
8621.172176,No,Basic,Master,Employed,F,81947,Urban,Married,71,12,78,0,2,203.993499,Medsize
7918.334928,No,Extended,College,Employed,M,44698,Suburban,Married,211,0,88,4,1,1012.8,Medsize
21034.01815,No,Basic,High School or Below,Employed,F,26876,Urban,Married,66,12,53,0,2,219.209762,Medsize
15417.6822,No,Basic,College,Employed,F,69841,Urban,Married,192,0,66,0,7,878.812468,Medsize
8692.636838,No,Basic,High School or Below,Employed,F,97768,Rural,Divorced,72,22,14,0,2,151.843731,Medsize
6503.143913,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,187,6,12,0,1,1588.682955,Medsize
31642.10463,No,Extended,College,Employed,M,89057,Rural,Married,98,17,90,0,2,187.363583,Medsize
5914.951808,No,Basic,Bachelor,Employed,F,50217,Suburban,Married,74,18,2,0,9,355.2,Medsize
4645.839058,No,Basic,College,Unemployed,M,0,Suburban,Single,71,3,33,0,3,697.186307,Large
6826.797741,No,Basic,College,Unemployed,M,0,Suburban,Single,68,13,26,0,2,489.6,Small
3982.180708,No,Extended,Doctor,Employed,F,38500,Urban,Married,99,26,49,1,1,423.286512,Large
2887.779742,No,Basic,High School or Below,Employed,F,62018,Urban,Married,71,21,0,0,1,293.865315,Medsize
2252.416825,No,Basic,College,Unemployed,F,0,Suburban,Single,65,13,84,0,1,468,Medsize
8458.531323,No,Premium,Master,Employed,M,57394,Urban,Married,106,8,11,0,3,316.492058,Medsize
7478.313695,No,Basic,Bachelor,Employed,M,23530,Suburban,Divorced,65,22,34,0,2,312,Medsize
3788.649817,No,Extended,High School or Below,Employed,F,48887,Suburban,Divorced,95,26,25,0,1,456,Medsize
5220.685297,No,Extended,Master,Employed,F,68867,Suburban,Married,129,19,91,0,1,619.2,Medsize
7130.294828,No,Basic,College,Disabled,F,12062,Suburban,Single,63,3,42,0,2,302.4,Medsize
8513.592687,No,Basic,College,Employed,M,59230,Rural,Married,107,11,56,0,5,245.076091,Medsize
5660.133806,No,Basic,Bachelor,Employed,F,59586,Rural,Divorced,72,6,70,0,3,91.198362,Medsize
4082.170583,No,Basic,High School or Below,Employed,M,57506,Suburban,Married,102,24,43,0,1,615.243841,Small
5318.89664,Yes,Basic,Bachelor,Employed,F,25134,Suburban,Married,67,3,0,0,6,321.6,Small
4160.162571,No,Basic,College,Unemployed,F,0,Suburban,Single,61,3,58,0,5,292.8,Large
2237.347771,No,Basic,College,Unemployed,F,0,Suburban,Married,61,19,44,0,1,292.8,Small
3460.12299,No,Basic,College,Unemployed,M,0,Suburban,Married,100,15,96,1,1,720,Medsize
16005.50507,No,Basic,Bachelor,Employed,M,44901,Suburban,Married,70,15,56,2,2,460.806124,Small
6986.603722,No,Extended,Bachelor,Unemployed,F,0,Rural,Married,93,21,8,0,3,149.269407,Medsize
8826.961501,No,Basic,Bachelor,Employed,F,28463,Urban,Married,113,0,45,2,7,324.317667,Medsize
4726.869327,Yes,Extended,Bachelor,Medical Leave,F,13037,Suburban,Married,124,28,49,0,1,839.348464,Small
27443.47482,No,Extended,High School or Below,Employed,M,82320,Suburban,Married,99,4,2,1,2,475.2,Medsize
7247.313475,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,104,9,58,0,7,499.2,Medsize
5137.852105,No,Basic,College,Employed,F,78460,Urban,Married,64,3,93,0,4,203.568733,Medsize
2739.05724,No,Extended,College,Unemployed,M,0,Suburban,Married,92,26,11,4,1,657.290491,Medsize
5092.793862,No,Basic,College,Employed,M,46922,Suburban,Married,64,34,12,0,3,403.385123,Medsize
5799.826802,No,Basic,College,Employed,M,60689,Rural,Single,74,29,67,0,7,5.746657,Medsize
5507.063242,No,Basic,Master,Unemployed,F,0,Suburban,Married,71,3,38,0,3,340.8,Medsize
10484.91535,Yes,Extended,College,Employed,F,61108,Rural,Divorced,89,22,93,0,2,49.451117,Medsize
8501.279969,No,Basic,Bachelor,Employed,M,98003,Urban,Divorced,107,4,46,0,7,449.408637,Small
8426.057283,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,74,30,37,0,2,460.084192,Medsize
6503.397049,Yes,Extended,High School or Below,Disabled,F,22081,Suburban,Married,84,1,9,0,6,451.670309,Small
46805.22306,No,Extended,High School or Below,Employed,M,83006,Urban,Married,235,8,61,1,2,1065.049894,Small
4834.710493,Yes,Basic,College,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,316.8,Medsize
2575.3237,No,Basic,College,Medical Leave,F,28700,Suburban,Married,68,2,65,3,1,326.4,Medsize
37111.65952,No,Basic,Master,Employed,F,61552,Rural,Married,115,1,95,0,2,12.252847,Medsize
4371.190437,No,Basic,College,Employed,M,56718,Suburban,Divorced,113,7,95,1,1,542.4,Medsize
16796.33604,No,Basic,Doctor,Employed,M,66776,Rural,Single,71,11,45,0,2,131.808343,Small
7988.506358,No,Basic,High School or Below,Employed,M,58268,Urban,Married,67,12,82,0,2,228.641342,Medsize
2269.841123,No,Basic,College,Unemployed,M,0,Suburban,Single,68,22,43,0,1,542.016902,Medsize
4991.47197,No,Basic,Doctor,Medical Leave,M,12608,Urban,Married,66,23,72,1,3,214.866605,Medsize
2921.930882,No,Basic,Master,Employed,M,63499,Urban,Married,73,21,79,0,1,278.964095,Medsize
7613.193095,No,Extended,High School or Below,Employed,M,36247,Urban,Married,96,35,29,0,7,329.522858,Medsize
5827.409742,No,Basic,Master,Employed,F,30228,Rural,Married,73,28,44,0,5,163.345647,Medsize
2600.641181,No,Basic,College,Unemployed,F,0,Suburban,Single,74,19,4,0,1,501.472124,Medsize
8491.465719,No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,116,3,97,0,3,1193.115879,Large
9778.733613,No,Extended,Bachelor,Employed,F,99364,Suburban,Married,121,3,37,0,5,580.8,Small
22658.53652,Yes,Basic,Bachelor,Retired,M,23665,Suburban,Married,67,19,50,0,2,404.817249,Medsize
10004.02761,No,Extended,College,Unemployed,F,0,Suburban,Single,94,7,4,0,2,807.168846,Large
4872.774396,No,Basic,High School or Below,Employed,M,69247,Urban,Married,61,12,64,1,3,226.522147,Medsize
7444.814633,No,Extended,College,Employed,F,56047,Rural,Married,92,26,29,0,5,82.733588,Large
5761.11121,No,Basic,College,Employed,M,28919,Urban,Married,73,11,76,0,5,207.828024,Medsize
5366.779081,No,Basic,Doctor,Unemployed,F,0,Urban,Married,70,5,29,0,4,223.174067,Large
6259.477847,No,Extended,College,Unemployed,F,0,Urban,Married,83,8,78,0,4,254.142365,Medsize
7623.580733,No,Basic,High School or Below,Employed,M,69900,Rural,Married,64,23,68,0,2,33.97,Large
10963.95723,Yes,Premium,High School or Below,Employed,M,55687,Suburban,Divorced,276,33,91,0,1,1324.8,Medsize
7427.845088,No,Extended,Bachelor,Employed,F,78294,Rural,Married,92,6,35,0,3,181.148732,Medsize
4951.656084,No,Basic,Doctor,Employed,M,46896,Rural,Married,62,9,33,1,4,31.707317,Medsize
4665.129599,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,62,26,62,0,3,297.6,Small
6021.842473,No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,168,11,46,0,1,1476.670903,Medsize
3074.105486,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,104,25,33,3,1,748.8,Medsize
4953.086407,No,Extended,College,Employed,F,21385,Suburban,Divorced,127,14,37,0,1,609.6,Large
7780.489322,No,Extended,Master,Employed,M,87128,Suburban,Single,97,26,45,0,3,495.612777,Medsize
7992.779105,No,Basic,College,Employed,F,35434,Urban,Married,66,19,26,0,2,297.051768,Medsize
4170.687348,Yes,Basic,Master,Employed,F,29462,Suburban,Single,107,28,23,1,1,513.6,Large
23228.23674,No,Premium,College,Employed,F,53243,Suburban,Single,102,26,96,3,2,489.6,Small
5445.81699,No,Extended,High School or Below,Employed,M,21006,Suburban,Married,139,14,9,1,1,667.2,Medsize
4558.498445,No,Basic,College,Unemployed,F,0,Suburban,Single,65,24,93,0,9,312,Medsize
5528.212807,Yes,Basic,Bachelor,Employed,M,36088,Suburban,Single,72,16,31,0,9,345.6,Medsize
10390.66647,No,Extended,College,Employed,F,28948,Rural,Married,131,7,57,0,3,295.83086,Medsize
7142.54905,No,Premium,College,Medical Leave,F,24417,Suburban,Divorced,185,22,25,0,1,888,Medsize
5469.542959,No,Basic,High School or Below,Employed,M,67099,Rural,Married,69,11,24,0,6,22.995594,Medsize
11628.73401,No,Extended,Bachelor,Employed,F,97830,Urban,Married,96,3,61,0,2,298.362415,Small
10189.65429,No,Premium,College,Unemployed,M,0,Suburban,Single,101,15,90,0,2,727.2,Small
2733.431887,No,Basic,High School or Below,Employed,F,93558,Suburban,Married,67,19,5,0,1,478.234236,Medsize
4014.453113,Yes,Extended,Doctor,Employed,F,37384,Suburban,Married,99,9,17,0,1,475.2,Medsize
7119.531925,No,Basic,Bachelor,Disabled,M,28227,Suburban,Married,62,14,24,0,2,551.28213,Small
11772.79068,No,Basic,High School or Below,Employed,M,51008,Suburban,Married,74,5,95,0,2,355.2,Small
2381.790787,No,Basic,High School or Below,Employed,M,78185,Suburban,Single,61,23,54,0,1,292.8,Small
5208.35385,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,74,35,2,0,3,532.8,Medsize
5018.727893,No,Basic,College,Unemployed,M,0,Suburban,Divorced,68,34,68,0,4,670.47746,Medsize
11900.54484,No,Basic,Bachelor,Employed,F,97205,Rural,Divorced,100,22,40,2,2,5.573179,Small
7399.032079,No,Basic,College,Unemployed,F,0,Urban,Married,101,28,34,0,6,337.617149,Medsize
5674.381244,No,Basic,Bachelor,Employed,F,26225,Urban,Married,72,18,25,1,7,320.777404,Medsize
7271.43404,No,Basic,College,Disabled,M,20545,Suburban,Single,70,23,86,0,2,336,Medsize
3164.494011,No,Extended,Master,Unemployed,F,0,Suburban,Married,83,20,32,0,1,398.4,Medsize
2661.033435,No,Basic,College,Employed,F,35503,Urban,Married,67,14,95,0,1,216.173135,Medsize
14140.55885,No,Basic,College,Employed,F,58988,Suburban,Married,118,3,76,0,2,566.4,Medsize
7654.227067,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,74,16,89,1,2,355.2,Medsize
2199.73952,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,64,21,5,0,1,685.456738,Small
2004.350666,Yes,Basic,College,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,316.8,Small
13111.11319,No,Basic,College,Employed,M,67197,Rural,Single,111,2,9,0,2,147.948783,Large
15762.60349,No,Premium,High School or Below,Employed,M,39032,Suburban,Married,198,31,15,0,7,950.4,Medsize
13197.92893,Yes,Basic,College,Unemployed,F,0,Suburban,Single,68,19,2,3,2,326.4,Large
2787.539793,No,Basic,High School or Below,Employed,M,34927,Urban,Married,70,5,2,0,1,242.491357,Large
3436.134281,Yes,Extended,Doctor,Employed,M,30817,Rural,Divorced,88,25,43,0,1,91.834668,Medsize
2713.36798,No,Basic,Bachelor,Employed,F,31535,Rural,Single,70,27,46,0,1,90.525716,Medsize
2867.312197,Yes,Extended,Bachelor,Retired,F,23376,Suburban,Divorced,78,19,18,0,1,374.4,Medsize
14590.24583,No,Basic,College,Employed,F,46244,Urban,Divorced,62,8,3,0,2,255.285875,Medsize
6652.474492,No,Extended,Bachelor,Employed,M,34886,Suburban,Married,84,3,40,0,5,403.2,Small
2444.621056,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,66,27,51,0,1,316.8,Large
11314.24394,No,Premium,High School or Below,Employed,F,62935,Rural,Married,141,29,27,0,7,232.242326,Small
10972.06778,Yes,Extended,Doctor,Employed,M,24164,Suburban,Divorced,137,2,40,0,5,657.6,Medsize
3189.66703,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,87,6,3,0,1,760.428495,Medsize
19357.37201,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,68,20,66,1,2,326.4,Medsize
7227.120364,No,Basic,Bachelor,Employed,F,40153,Suburban,Single,61,1,99,0,2,340.07498,Medsize
